BRAND,SERIES,DETAIL_PICTURE,ARTICLE,BARCODE,NAME,ЦЕНА,AGE,COUNTRY,MATERIAL,PACK,WEIGHT,SIZE,GENRES,DESCRIPTION,SUPPLIER,PICTURES,YEAR
,,,EC018,6912802141789,EC018  Шмель (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/7uw3mrNppuadf,
,,,EC019,6912802142649,EC019  Богомол (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/LW1pzDBUpuaeX,
,,,EC022,6912802141673,EC022  Бабочка (2/60),128.70,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.6 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/Z8z832_ApuafZ,
,,,EC023,6912802141734,EC023  Лошадь (3/40),193.05,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 0.9 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/_D-WteD1puagw,
,,,EC027,6912802142526,EC027  Саранча (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/ChVOKwcypuaiH,
,,,EC030,6912802143356,EC030  Пчела (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/_JekSU1GpuajX,
,,,EC032,6912802142533,EC032  Земляная оса (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/MWX4i6KKpuakj,
,,,EC039,6912802142755,EC039  Попугай (4/30),257.40,от 3 лет,Китай,ДЕРЕВО,,,18.5 x 1.2 x 23.0,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/rQWjbOdfpuamp,
,,,F001,6937890511399,F001 Будильник (4/20),940.50,от 3 лет,Китай,ДЕРЕВО,,,20.0 x 3.0 x 27.5,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/01VTlqDVpuanv,
,,,F002,6937890511405,F002 Настольные часы (4/20),940.50,от 3 лет,Китай,ДЕРЕВО,,,20.0 x 3.0 x 27.5,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/o60xZm4Epuap6,
,,,F003,6937890511412,F003 Интерьерные часы (4/20),940.50,от 3 лет,Китай,ДЕРЕВО,,,20.0 x 3.0 x 27.5,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/3cuLW-1jpuaqD,
,,,F004,6937890511429,F004 Классические часы (4/20),940.50,от 3 лет,Китай,ДЕРЕВО,,,20.0 x 3.0 x 27.5,,"Сборная деревянная модель. Комплект включает в себя набор деталей, вырезанных на листовом дереве (фанера); схему сборки; наждачную бумагу. Детали скрепляются в порядке и очередности, обозначенной в инструкции.",,https://yadi.sk/i/DYuWHA_YpuarQ,
